module,measurement_direction,payload_bytes,tx_power_dbm,bit_rate_kbps,rf_profile,runs,status_ok_runs,packets_received,energy_total_mJ_mean,energy_total_uJ_stdev,event_mean_uA_mean,event_peak_uA_mean,event_duration_ms_mean,sample_loss_percent_max
Ebyte E32-868T20D UART,rx,8,20,0.3,,5,5,5,55.24737023760842,73.52742028687997,12370.691069236495,22052.31362468509,1353.33,0.0
Ebyte E32-868T20D UART,rx,32,20,0.3,,5,5,5,120.60792736601275,60.44882620784016,12375.13477247027,22226.597401802264,2953.33,0.06998471207745881
Ebyte E32-868T20D UART,rx,58,20,0.3,,5,5,5,191.55829347673065,79.92058412396004,12385.785979828153,22313.41746445458,4686.66,0.0
Ebyte E32-868T20D UART,rx,128,20,0.3,,5,5,5,449.06729211409515,250.95790643468538,12378.505658461258,22255.42980465168,10993.33,0.019426153800315826
Ebyte E32-868T20D UART,rx,512,20,0.3,,5,5,5,1695.0261981957563,492.85545604961004,12372.99687795613,22352.125257816784,41513.33,0.005576112210653128
Ebyte E32-868T20D UART,rx,1024,20,0.3,,5,5,5,3389.341792182161,382.17686146223105,12370.403318141794,22468.176664058563,83026.66,0.0005685284515690292
Ebyte E32-868T20D UART,rx,8,20,4.8,,5,5,5,3.185264705779351,3.576521022567046,13162.849161653427,21743.527302299062,73.33000000000001,0.11005502751375688
Ebyte E32-868T20D UART,rx,32,20,4.8,,5,5,5,5.968199254324543,8.228167737329686,13169.338298865472,21849.660133721132,137.33,0.07480579265368754
Ebyte E32-868T20D UART,rx,58,20,4.8,,5,5,5,8.980100753257648,15.378407426956569,13167.72792268614,22255.312590104346,206.66,0.13767783386874713
Ebyte E32-868T20D UART,rx,128,20,4.8,,5,5,5,21.61614863954685,36.33334268424847,13171.02944240234,22285.321251218233,497.33000000000004,0.026800413492093878
Ebyte E32-868T20D UART,rx,512,20,4.8,,5,5,5,79.66178138344418,55.9019751441148,13167.260532778519,22681.64120551841,1833.33,0.014987877452060833
Ebyte E32-868T20D UART,rx,1024,20,4.8,,5,5,5,159.24100771331373,66.91431056954364,13160.437788673147,22982.088264880385,3666.66,0.009034993223755082
Ebyte E32-868T20D UART,rx,8,20,19.2,,5,5,5,1.925685912484026,1.0336478739325525,14588.529640030503,23702.22531576647,40.0,0.16786079836233367
Ebyte E32-868T20D UART,rx,32,20,19.2,,5,5,5,3.0805547032602676,3.7965628006840495,14585.959769224753,23613.96988900822,64.0,0.0
Ebyte E32-868T20D UART,rx,58,20,19.2,,5,5,5,4.327239175956622,5.652361459295789,14569.828875274825,23701.9723791117,90.0,0.20875587435072965
Ebyte E32-868T20D UART,rx,128,20,19.2,,5,5,5,10.804959315562503,9.227455629630706,14617.098641183042,24784.747421702104,224.0,0.015158946007401133
Ebyte E32-868T20D UART,rx,512,20,19.2,,5,5,5,38.65124385100712,31.62008805748739,14640.62267083603,25048.77956875935,800.0,0.109484404837683
Ebyte E32-868T20D UART,rx,1024,20,19.2,,5,5,4,77.05878489414653,91.0455986438572,14594.4668360126,25283.48989082217,1600.0,0.023840608503150368
Ebyte E32-868T20D UART,tx,8,10,0.3,,5,5,5,288.6217063921239,310.78635554023634,53108.645653353014,70122.706485944,1646.834,0.05553218342448465
Ebyte E32-868T20D UART,tx,32,10,0.3,,5,5,5,546.9624617953968,564.0989829111788,53099.98931301762,72376.37008442965,3121.398,0.014987877452060833
Ebyte E32-868T20D UART,tx,58,10,0.3,,5,5,5,863.2673344159065,945.9420583509857,53130.53566850083,78239.93266175473,4923.650000000001,0.012214628471717318
Ebyte E32-868T20D UART,tx,128,10,0.3,,5,5,5,2045.4267063604034,560.3525871122083,53167.62640985439,78089.4596576558,11657.964,0.0
Ebyte E32-868T20D UART,tx,512,10,0.3,,5,5,5,7673.099469097522,1390.2255680808673,53259.676350033864,78390.28311360373,43657.45,0.0
Ebyte E32-868T20D UART,tx,1024,10,0.3,,5,5,5,15357.868164678746,6448.033084808983,53300.17981501339,81700.74172617312,87314.89199999999,0.00206230735017846
Ebyte E32-868T20D UART,tx,8,10,4.8,,5,5,5,11.260765209616636,8.076051544210477,53339.68760387638,71324.54719020068,63.974000000000004,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,10,4.8,,5,5,5,24.261211571217412,18.627295295643773,53392.90291059518,74781.50461247806,137.69400000000002,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,10,4.8,,5,5,5,38.357424074973665,55.469987836130585,53424.50157589322,77187.02430474057,217.56800000000004,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,10,4.8,,5,5,5,89.97896036120775,59.47888809691429,53315.61450730937,76736.30559101485,511.41400000000004,0.18860448529994453
Ebyte E32-868T20D UART,tx,512,10,4.8,,5,5,5,339.21943713712596,155.7082429640857,53331.37346198935,78991.96504042813,1927.4540000000002,0.07405083150298086
Ebyte E32-868T20D UART,tx,1024,10,4.8,,5,5,5,678.7447745412474,435.4336242075919,53356.02879636744,80948.11409371429,3854.864,0.03986824656713864
Ebyte E32-868T20D UART,tx,8,10,19.2,,5,5,5,4.22342894611686,5.770870208991462,53715.562620998164,73879.31436406271,23.826,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,10,19.2,,5,5,5,9.430366654175616,14.420266081492658,53910.48104251969,75232.32837098945,53.008,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,10,19.2,,5,5,5,15.182832766793686,20.748581215086404,53957.61931710787,75082.10047139038,85.268,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,10,19.2,,5,5,5,35.354224197315816,32.728703594481686,53843.763177672765,78089.54719497719,198.972,0.29473684210526313
Ebyte E32-868T20D UART,tx,512,10,19.2,,5,5,5,134.19587221973572,73.63156713670315,53854.772897250325,81098.95475456305,755.0939999999999,0.0
Ebyte E32-868T20D UART,tx,1024,10,19.2,,5,5,5,268.26535704400106,104.50644751915146,53829.41223603184,82603.82485526662,1510.188,0.08938364573954326
Ebyte E32-868T20D UART,tx,8,14,0.3,,5,5,5,336.7545682965532,547.2738517415701,61964.79022262753,85313.70451126108,1646.852,0.05553218342448465
Ebyte E32-868T20D UART,tx,32,14,0.3,,5,5,5,636.8776439560016,1222.0643467031969,61828.82143918149,89983.32225071854,3121.412,0.014987877452060833
Ebyte E32-868T20D UART,tx,58,14,0.3,,5,5,5,1006.7193779568875,1270.611505225893,61959.21456563963,89380.43230885899,4923.666,0.012214628471717318
Ebyte E32-868T20D UART,tx,128,14,0.3,,5,5,5,2380.727366252096,3818.1445473337535,61882.86423555018,90887.70093216856,11658.034,0.0
Ebyte E32-868T20D UART,tx,512,14,0.3,,5,5,5,8918.710527429972,11437.684223704773,61905.31713828134,92545.95027604108,43657.632,0.0
Ebyte E32-868T20D UART,tx,1024,14,0.3,,5,5,5,17870.674592812175,9418.108338442951,62020.73591193728,92696.59835478281,87315.24799999999,0.00206230735017846
Ebyte E32-868T20D UART,tx,8,14,4.8,,5,5,5,13.237239275716925,52.28697536125206,62680.24430022199,85163.19649223359,63.996,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,14,4.8,,5,5,5,28.543430313613285,43.34144055292896,62806.97098535845,90284.63591566624,137.71599999999998,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,14,4.8,,5,5,5,45.070353196856004,224.73656473510783,62767.975538176055,89681.7284663424,217.59,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,14,4.8,,5,5,5,105.19576532885914,474.6903274217799,62325.02485454895,89531.25546224348,511.47200000000004,0.18860448529994453
Ebyte E32-868T20D UART,tx,512,14,4.8,,5,5,5,393.18076762981553,816.0277100896728,61809.4805903011,91189.06711950907,1927.628,0.07405083150298086
Ebyte E32-868T20D UART,tx,1024,14,4.8,,5,5,5,787.1185400319232,541.2059974897408,61868.88722427397,92998.069586909,3855.262,0.03986824656713864
Ebyte E32-868T20D UART,tx,8,14,19.2,,5,5,5,4.973941462938398,14.013204955789893,63192.02524393289,87723.25092030737,23.851999999999997,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,14,19.2,,5,5,5,11.093567851769146,53.065524170396394,63382.580159713674,90435.23147201512,53.038,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,14,19.2,,5,5,5,17.88626168536888,37.33923544436,63544.347735619776,90435.80921833628,85.296,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,14,19.2,,5,5,5,41.56899167363346,197.8139029060546,63283.2566869924,92244.16390955792,199.052,0.29473684210526313
Ebyte E32-868T20D UART,tx,512,14,19.2,,5,5,5,156.29178645400756,597.2059753663251,62699.60589079297,95561.27535855271,755.366,0.0
Ebyte E32-868T20D UART,tx,1024,14,19.2,,5,5,5,311.15161960046953,741.5008401867832,62412.124828316315,93601.36220044692,1510.738,0.08938364573954326
Ebyte E32-868T20D UART,tx,8,20,0.3,,5,5,5,542.0776827715073,476.68087909439345,99743.61531017507,138687.4919516696,1646.882,0.05553218342448465
Ebyte E32-868T20D UART,tx,32,20,0.3,,5,5,5,1029.3321849281097,1404.4937987124074,99927.16345173641,147955.37065755497,3121.462,0.014987877452060833
Ebyte E32-868T20D UART,tx,58,20,0.3,,5,5,5,1624.8980652884231,2055.7368624794126,100004.4587018999,144611.08762400172,4923.714,0.012214628471717318
Ebyte E32-868T20D UART,tx,128,20,0.3,,5,5,5,3846.026366159357,2940.002906448817,99969.64659598198,147499.0670627248,11658.164,0.0
Ebyte E32-868T20D UART,tx,512,20,0.3,,5,5,5,14447.202468288657,13173.31976189526,100277.96345938914,148411.06149113545,43658.047999999995,0.0
Ebyte E32-868T20D UART,tx,1024,20,0.3,,5,5,5,28958.03124684738,32430.129104313906,100498.78762414945,150540.25066997408,87316.088,0.0
Ebyte E32-868T20D UART,tx,8,20,4.8,,5,5,5,21.294527487750752,30.205658867950575,100766.55876663858,140054.1967956612,64.038,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,20,4.8,,5,5,5,45.80735058829551,170.3956944856307,100763.74762157784,146130.92660666243,137.75799999999998,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,20,4.8,,5,5,5,72.31339974586223,237.2777912140078,100685.30472967225,143395.87121703714,217.64000000000001,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,20,4.8,,5,5,5,169.02978007040088,553.4250852247009,100119.13313862866,147955.12555305508,511.60200000000003,0.18860448529994453
Ebyte E32-868T20D UART,tx,512,20,4.8,,5,5,5,634.4091718815031,949.3924338608954,99712.24389945607,147346.82580473382,1928.0,0.07405083150298086
Ebyte E32-868T20D UART,tx,1024,20,4.8,,5,5,5,1269.81883278448,974.0128470965009,99791.74734423906,149931.88089179568,3855.9660000000003,0.03986824656713864
Ebyte E32-868T20D UART,tx,8,20,19.2,,5,5,5,7.911204019384006,10.150550295404512,100374.07608664657,142484.10438566207,23.884,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,20,19.2,,5,5,5,17.686322630549032,30.141105687279673,101008.12848502828,144459.40660486766,53.06,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,20,19.2,,5,5,5,28.469074487834053,80.08410387169707,101115.70751901975,143548.05995263523,85.31800000000001,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,20,19.2,,5,5,5,66.31842626627886,211.90767213463587,100932.61795331168,146130.97912905525,199.108,0.29473684210526313
Ebyte E32-868T20D UART,tx,512,20,19.2,,5,5,5,249.792514948535,517.0926671341398,100182.24929751227,149627.99362959922,755.57,0.0
Ebyte E32-868T20D UART,tx,1024,20,19.2,,5,5,5,498.82293110798605,1068.6560408581556,100034.32605676058,151452.8053372416,1511.066,0.08938364573954326
